Gene,Normal Range,Target Value,Abnormality
ENSG00000130713,"(0.783497541117895, 12.54528816475754)",24.1408,Significantly More
ENSG00000167378,"(0.5864770236007617, 4.078221499085595)",16.4662,Significantly More
ENSG00000124275,"(18.21097926116007, 64.98388611951466)",9.4652,Significantly Less
ENSG00000164932,"(-1.1316446281008328, 5.3784184010976155)",27.4713,Significantly More
ENSG00000233016,"(-2.183825052666716, 22.915698935446898)",29.0336,Significantly More
ENSG00000108106,"(-0.84658169718303, 25.48865865654297)",64.4673,Significantly More
ENSG00000005100,"(1.7140439999876111, 11.143753394906753)",17.3167,Significantly More
ENSG00000205189,"(0.42380696048129973, 5.100122275902768)",7.6878,Significantly More
ENSG00000116954,"(9.492950824964268, 36.98670536895441)",8.9281,Significantly Less
ENSG00000159256,"(19.686774417278965, 44.2120088616026)",7.7867,Significantly Less
ENSG00000108443,"(12.32181349402901, 37.757944438659145)",6.9527,Significantly Less
ENSG00000080819,"(7.0916515516162875, 23.4910125293785)",28.9842,Significantly More
ENSG00000101003,"(-0.9011004581016371, 6.604080147155256)",33.0694,Significantly More
ENSG00000112578,"(0.15663823924218967, 16.97332579514869)",58.9912,Significantly More
ENSG00000167182,"(33.53139754501551, 106.00222333708693)",24.3794,Significantly Less
ENSG00000266728,"(7.831416667951245, 155.75253007235642)",0.0,Significantly Less
ENSG00000137460,"(-0.046630138170333346, 6.539485735633364)",21.3422,Significantly More
ENSG00000124688,"(9.988901482197628, 37.337474224407075)",39.6444,Significantly More
ENSG00000176444,"(1.671132139837547, 15.732903699545638)",28.3114,Significantly More
ENSG00000177303,"(13.577024159502926, 96.96832220164453)",12.9167,Significantly Less
ENSG00000150907,"(28.412143182529775, 128.51335937519298)",5.4661,Significantly Less
ENSG00000177082,"(5.180095065261721, 31.65234080063286)",0.8303,Significantly Less
ENSG00000160991,"(-0.30466037771607124, 4.045014211492078)",4.2345,Significantly More
ENSG00000110025,"(24.36194508298018, 86.23819864207293)",0.3704,Significantly Less
ENSG00000068028,"(3.509119086438835, 17.13871140531137)",28.4466,Significantly More
ENSG00000165304,"(-1.617891662165099, 10.385510307571455)",22.3654,Significantly More
ENSG00000196455,"(14.838009963035315, 52.785125556529096)",13.457,Significantly Less
ENSG00000167232,"(9.289917912128558, 71.54156881094552)",4.5335,Significantly Less
ENSG00000162385,"(9.461272572188317, 43.84435429559038)",73.1061,Significantly More
ENSG00000204839,"(-1.1568824050247595, 8.464861496975727)",21.2638,Significantly More
ENSG00000189325,"(-6.76919543316497, 15.091966597183937)",30.3108,Significantly More
ENSG00000065833,"(-2.9493178798852893, 9.945704601396635)",13.1418,Significantly More
ENSG00000120616,"(7.497880050055098, 15.411905771264646)",4.2609,Significantly Less
ENSG00000103024,"(9.07419217043854, 49.22051650847733)",53.2047,Significantly More
ENSG00000182108,"(5.467660687031522, 25.85685340187972)",1.2615,Significantly Less
ENSG00000217128,"(1.2677195378386454, 5.018057865235678)",11.8821,Significantly More
ENSG00000114098,"(9.252978547469496, 25.5161317386099)",5.8504,Significantly Less
ENSG00000102218,"(1.8995013868595612, 12.430522214065359)",28.5197,Significantly More
ENSG00000132478,"(18.273721209932184, 53.05560048728473)",12.5441,Significantly Less
ENSG00000110074,"(0.9016136125529037, 20.014353655199255)",23.077,Significantly More
ENSG00000126804,"(16.998323484460002, 54.230996121102095)",14.8093,Significantly Less
ENSG00000132376,"(37.26323501582451, 93.13242843675673)",18.0966,Significantly Less
ENSG00000105732,"(3.153100697348475, 9.71761983860181)",36.5809,Significantly More
ENSG00000177051,"(14.49745465062415, 56.63383384567855)",67.2312,Significantly More
ENSG00000068394,"(9.536688126884686, 18.055738569250977)",73.555,Significantly More
ENSG00000131269,"(5.699244986859644, 14.68066063739872)",22.6514,Significantly More
ENSG00000185963,"(-0.565274109654621, 8.646986983195223)",9.8659,Significantly More
ENSG00000185344,"(5.789972271619346, 16.77072020416061)",5.4295,Significantly Less
ENSG00000112242,"(0.7357033922334257, 4.756023695736086)",13.8257,Significantly More
ENSG00000118418,"(7.368672220682903, 43.27747975661716)",72.8461,Significantly More
ENSG00000172795,"(7.2104826335147365, 26.691015275525366)",7.1588,Significantly Less
ENSG00000167196,"(9.967018597294272, 33.40604090928177)",7.1669,Significantly Less
ENSG00000168246,"(6.5889380877991055, 13.937188518267634)",19.8271,Significantly More
ENSG00000066739,"(25.26502848846973, 91.15039285830028)",3.7644,Significantly Less
ENSG00000149554,"(0.5606183875942499, 12.266500347499552)",16.5591,Significantly More
ENSG00000112659,"(8.574383785341706, 44.11861043834239)",5.492,Significantly Less
ENSG00000181915,"(2.2318838051333305, 7.221848850427998)",18.4023,Significantly More
ENSG00000267216,"(1.3226411292350049, 8.252568145806507)",0.0713,Significantly Less
ENSG00000171729,"(8.299804023086752, 20.90753956775191)",29.4354,Significantly More
ENSG00000102125,"(2.8731375642021098, 14.277072997089498)",18.2097,Significantly More
ENSG00000205726,"(12.687413505727527, 67.09886637053478)",3.8747,Significantly Less
ENSG00000172426,"(3.2951224915179456, 15.957064154553402)",1.027,Significantly Less
ENSG00000139546,"(1.9488996179887135, 26.364613433547824)",38.258,Significantly More
ENSG00000164967,"(7.747044423626303, 41.475212595829575)",84.0703,Significantly More
ENSG00000170855,"(1.8712869598718491, 27.911090687432395)",92.948,Significantly More
ENSG00000070476,"(2.553996872674726, 10.987701305583126)",11.8269,Significantly More
ENSG00000215114,"(19.49945044537724, 44.431598454515296)",12.5266,Significantly Less
ENSG00000164930,"(2.091776029429707, 8.525003404040678)",17.7262,Significantly More
ENSG00000186187,"(13.230842672048585, 36.02728667752477)",7.0166,Significantly Less
ENSG00000101544,"(17.414957138169907, 40.59638742579445)",17.0546,Significantly Less
ENSG00000082438,"(8.449515081917784, 44.92872423961461)",3.6331,Significantly Less
ENSG00000070495,"(3.0698496758225247, 19.18324995307694)",19.1938,Significantly More
ENSG00000247315,"(4.638608692645622, 10.744137016653996)",48.0396,Significantly More
ENSG00000012048,"(-0.8082928488267678, 6.243675669497128)",8.6178,Significantly More
ENSG00000197283,"(11.557444369711234, 191.77533391044017)",3.679,Significantly Less
ENSG00000181991,"(17.022753228297635, 67.33775715019925)",11.0355,Significantly Less
ENSG00000104524,"(-1.482696678171843, 19.409737457003843)",32.0819,Significantly More
ENSG00000183735,"(13.531012978758728, 34.05544689175602)",6.2589,Significantly Less
ENSG00000081377,"(6.172373525853784, 21.92202369179453)",4.562,Significantly Less
ENSG00000183161,"(1.4840993675895464, 8.758148846841882)",14.2456,Significantly More
ENSG00000101236,"(0.8133713502142079, 4.604385526353318)",16.9797,Significantly More
ENSG00000164080,"(0.496640306019156, 6.48989086863326)",7.5854,Significantly More
ENSG00000159110,"(5.32659186275267, 31.589430429478917)",1.6663,Significantly Less
ENSG00000166189,"(6.3114103804456, 14.023348694918166)",44.7529,Significantly More
ENSG00000066583,"(10.629078788041896, 31.05510695869068)",42.1501,Significantly More
ENSG00000137714,"(2.6862670251410083, 17.23884197379578)",21.5284,Significantly More
ENSG00000124784,"(3.1708252573407485, 26.104874599439057)",26.4063,Significantly More
ENSG00000134758,"(24.093575427069005, 99.98548987179174)",8.6232,Significantly Less
ENSG00000153037,"(6.903781486824915, 43.312088471665604)",2.2504,Significantly Less
ENSG00000123154,"(12.074397477943396, 36.96978739274155)",4.4751,Significantly Less
ENSG00000005889,"(11.347011695214217, 58.45371745568552)",6.9894,Significantly Less
ENSG00000184154,"(10.18090531076816, 44.34860380622779)",1.6603,Significantly Less
ENSG00000182890,"(4.260540014582727, 20.66293478538397)",1.3952,Significantly Less
ENSG00000204822,"(17.874631223941087, 73.62844012554265)",0.0,Significantly Less
ENSG00000101901,"(12.128574166906027, 49.47845417018319)",11.2305,Significantly Less
ENSG00000171680,"(0.017427065040190648, 8.022217765945157)",19.8677,Significantly More
ENSG00000136935,"(18.48608591831587, 47.16800577537691)",10.8756,Significantly Less
ENSG00000198026,"(2.9267509557633975, 15.804118463891305)",19.7599,Significantly More
ENSG00000112234,"(1.5231614313420048, 5.726836846902329)",6.8707,Significantly More
ENSG00000103121,"(5.826152777301385, 46.52549050251913)",3.0476,Significantly Less
ENSG00000131899,"(0.016658070089426325, 7.8297629625235965)",16.2642,Significantly More
ENSG00000257621,"(9.60246279052943, 49.47724704140526)",8.8507,Significantly Less
ENSG00000179406,"(7.545183172293841, 31.951325949284154)",1.296,Significantly Less
ENSG00000157764,"(3.2361769101676643, 14.232265265464012)",2.0264,Significantly Less
ENSG00000243960,"(3.127465518328087, 30.384141058017278)",1.0505,Significantly Less
ENSG00000146476,"(8.761776681884177, 22.057689016458767)",24.6521,Significantly More
ENSG00000100104,"(17.271661102643513, 50.37648064538687)",5.2006,Significantly Less
ENSG00000086200,"(7.931985412932562, 46.10687215820159)",7.3174,Significantly Less
ENSG00000179387,"(12.75996689486757, 56.44415637793959)",10.4568,Significantly Less
ENSG00000187066,"(33.64811398671506, 75.6766195445426)",0.1078,Significantly Less
ENSG00000164219,"(28.029593299586946, 84.46006926947)",4.9855,Significantly Less
ENSG00000116212,"(9.505590154065505, 25.97958627901126)",27.5162,Significantly More
ENSG00000151116,"(12.784967814078673, 33.45639967704494)",11.0976,Significantly Less
ENSG00000123500,"(-0.040843546921134996, 0.09092852752023649)",6.8879,Significantly More
ENSG00000175265,"(-1.898250773419907, 5.896863161177679)",16.6603,Significantly More
ENSG00000188910,"(-10.679685984081342, 20.32579805991713)",25.4648,Significantly More
ENSG00000126453,"(2.9443155499714706, 15.800033027952765)",68.3666,Significantly More
ENSG00000185163,"(1.1870747172598328, 12.727372625100763)",31.6024,Significantly More
ENSG00000162104,"(14.107087147562666, 146.63020494778743)",4.8151,Significantly Less
ENSG00000254536,"(3.7313982578288787, 14.919428758563214)",0.5756,Significantly Less
ENSG00000165832,"(-0.23668428915565798, 19.437691866471678)",19.9376,Significantly More
ENSG00000125871,"(2.8865463523867563, 13.20431473033317)",41.8253,Significantly More
ENSG00000117222,"(2.965540775995331, 6.821019296256567)",13.726,Significantly More
ENSG00000065615,"(6.001869277822443, 67.34556667124963)",5.484,Significantly Less
ENSG00000074582,"(6.178677038295609, 30.020801005196432)",37.5194,Significantly More
ENSG00000170584,"(10.074568638844326, 51.40246705813111)",6.6911,Significantly Less
ENSG00000241370,"(8.9381868927806, 52.409615462016504)",3.473,Significantly Less
ENSG00000127586,"(-2.0147715511428768, 22.63383830866671)",24.2581,Significantly More
ENSG00000119969,"(-1.2084955107911308, 8.012393939990359)",9.4012,Significantly More
ENSG00000164902,"(19.466191920912525, 42.56111952180302)",18.3185,Significantly Less
ENSG00000267228,"(30.31077432957652, 79.48665082877689)",0.0,Significantly Less
ENSG00000100416,"(2.438298013842539, 16.969790393018982)",19.4095,Significantly More
ENSG00000137807,"(-1.3112702076655465, 8.613912949813962)",13.2958,Significantly More
ENSG00000122783,"(13.160420436128321, 31.98129864593193)",3.6546,Significantly Less
ENSG00000119669,"(-2.553448728871852, 18.3207076009506)",21.3853,Significantly More
ENSG00000065060,"(0.464494295033264, 3.1440545528622454)",6.7553,Significantly More
ENSG00000184677,"(0.5229723921199789, 5.135892035696219)",9.5028,Significantly More
ENSG00000177374,"(7.2875494944998565, 51.50611924127255)",4.6667,Significantly Less
ENSG00000241489,"(4.689310558107598, 28.915116494925847)",0.1088,Significantly Less
ENSG00000119720,"(15.317627927559993, 30.78901323498204)",2.2794,Significantly Less
ENSG00000119723,"(13.085960651230337, 73.93522716369678)",3.5398,Significantly Less
ENSG00000163635,"(6.525468205159916, 26.543310466892883)",4.0444,Significantly Less
ENSG00000245156,"(8.734499771430373, 18.212636504426072)",0.3779,Significantly Less
ENSG00000139826,"(1.7210177012432681, 5.718473905050901)",11.3776,Significantly More
ENSG00000178999,"(-3.597567987426885, 34.01463745877494)",82.941,Significantly More
ENSG00000147394,"(-1.3195739813687881, 7.921212196967928)",19.047,Significantly More
ENSG00000124120,"(1.3450212405686406, 5.869592892866875)",7.6912,Significantly More
ENSG00000172301,"(-8.236346550278537, 46.36894612814865)",94.777,Significantly More
ENSG00000101935,"(1.0367622758746053, 7.127179027754061)",15.8519,Significantly More
ENSG00000141098,"(8.738420161284871, 21.83814256109298)",7.8777,Significantly Less
ENSG00000283321,"(1.4679936094450081, 8.3973897226651)",0.0,Significantly Less
ENSG00000151748,"(7.599734363888988, 48.95697826213741)",5.9169,Significantly Less
ENSG00000137878,"(2.290177378762957, 32.756621505444144)",1.7559,Significantly Less
ENSG00000122778,"(-0.06891039717022651, 0.8600543724920768)",2.0746,Significantly More
ENSG00000109458,"(23.37783210527433, 104.35201046833387)",6.972,Significantly Less
ENSG00000186001,"(8.700181831405061, 69.70848300162857)",5.3314,Significantly Less
ENSG00000188917,"(2.160839876880322, 8.812578335639566)",30.1122,Significantly More
ENSG00000167862,"(3.014203984181407, 44.712703172276605)",88.2984,Significantly More
ENSG00000214413,"(11.88458533568285, 89.19755153308199)",1.5893,Significantly Less
ENSG00000101745,"(12.16758601838455, 59.82674422873225)",3.8154,Significantly Less
ENSG00000262136,"(4.9237333591383905, 34.28383661615969)",0.2546,Significantly Less
ENSG00000104093,"(5.3658484402796915, 66.46987842058451)",2.9588,Significantly Less
ENSG00000140199,"(3.008207421152349, 12.079404874800284)",2.7831,Significantly Less
ENSG00000196449,"(1.3782132135112768, 15.876284471878819)",35.4842,Significantly More
ENSG00000210196,"(-86.80130733803651, 1084.8453839782437)",1824.4788,Significantly More
ENSG00000101665,"(6.497394029321072, 89.00205956088183)",5.4512,Significantly Less
ENSG00000176422,"(0.44796312501143, 3.9184689851325896)",6.4252,Significantly More
ENSG00000181588,"(1.3510267688864177, 7.877789261389711)",41.1512,Significantly More
ENSG00000196290,"(5.19993863673715, 23.318690870760122)",35.0204,Significantly More
ENSG00000144468,"(16.983149730399113, 59.81882578059258)",9.272,Significantly Less
ENSG00000154124,"(10.091104420795546, 33.46369213125808)",7.44,Significantly Less
ENSG00000047578,"(10.482088677669907, 65.14996349603739)",6.8409,Significantly Less
ENSG00000072849,"(24.318110747134998, 67.70051811027724)",14.9967,Significantly Less
ENSG00000249590,"(1.911237161930611, 39.44369614665487)",0.0,Significantly Less
ENSG00000016402,"(-0.5727205886983349, 19.004162889884434)",21.7993,Significantly More
ENSG00000258959,"(8.164874692887295, 85.9273945369226)",0.0,Significantly Less
ENSG00000090447,"(1.8212677290452302, 12.075187007622352)",12.2828,Significantly More
ENSG00000125386,"(2.7464525906775, 10.458882517698237)",10.9953,Significantly More
ENSG00000007255,"(-0.277223672289292, 58.41825052373777)",140.4061,Significantly More
ENSG00000170832,"(15.742443665591125, 48.98585658814132)",7.3933,Significantly Less
ENSG00000280537,"(0.5503753775172839, 22.14942530788688)",0.0324,Significantly Less
ENSG00000250641,"(-1.3881893651521073, 2.2094900301813576)",3.3341,Significantly More
ENSG00000146842,"(16.710368886499673, 47.44481141297161)",9.2663,Significantly Less
ENSG00000109534,"(6.534312906459316, 21.739153691064843)",74.2988,Significantly More
ENSG00000066422,"(2.0142991059591315, 6.170724875395659)",7.2456,Significantly More
ENSG00000081803,"(1.49004062593065, 8.96003676160334)",10.4208,Significantly More
ENSG00000154059,"(12.86061169278063, 67.38145444566794)",12.2851,Significantly Less
ENSG00000143674,"(0.6541509137860437, 7.882879689470716)",9.7341,Significantly More
ENSG00000172927,"(-3.777565157584339, 8.551099541881483)",40.2715,Significantly More
ENSG00000137513,"(1.9168569442484955, 11.654419764503372)",26.4022,Significantly More
ENSG00000125695,"(8.576119675891562, 16.553565426244784)",0.0,Significantly Less
ENSG00000166881,"(-0.17063185026240513, 7.452514871702222)",17.1267,Significantly More
ENSG00000089234,"(7.418240778852315, 14.442962981693487)",19.2966,Significantly More
ENSG00000167136,"(5.317908677727484, 33.50870876493208)",36.7322,Significantly More
ENSG00000185127,"(3.3735223183684866, 9.29752073429475)",26.0571,Significantly More
ENSG00000002822,"(13.632299266944841, 44.205901639436945)",0.0417,Significantly Less
ENSG00000153006,"(9.067201563560035, 40.5279651747927)",7.3591,Significantly Less
ENSG00000244045,"(19.04410861676204, 50.4092132291532)",5.3567,Significantly Less
ENSG00000110921,"(1.5248028953769808, 20.20962739442981)",49.304,Significantly More
ENSG00000167720,"(7.605343733442204, 50.77024609704323)",3.3376,Significantly Less
ENSG00000154803,"(6.932111934677977, 43.078236565083444)",6.6701,Significantly Less
ENSG00000121766,"(1.028674009686842, 27.640831887712988)",34.1358,Significantly More
ENSG00000085511,"(12.887776858541105, 44.55627776990123)",10.8621,Significantly Less
ENSG00000170802,"(1.364047599211324, 8.284097937996126)",9.0745,Significantly More
ENSG00000151012,"(-0.5674496080649128, 1.8568626870776104)",2.6414,Significantly More
ENSG00000138459,"(15.661200630825466, 54.63047480022426)",8.805,Significantly Less
ENSG00000155792,"(-4.945404539573429, 33.671792483242214)",34.0285,Significantly More
ENSG00000141854,"(1.355880065558834, 27.606998152372938)",45.4674,Significantly More
ENSG00000229180,"(11.639904337311389, 53.236447597488336)",4.3727,Significantly Less
ENSG00000276043,"(-0.8346934845615033, 4.353642475454972)",17.404,Significantly More
ENSG00000170502,"(24.7430687928718, 71.8875746121336)",21.5218,Significantly Less
ENSG00000115568,"(0.4963148847362113, 5.1408429268328515)",10.1845,Significantly More
ENSG00000159267,"(0.8328662662491428, 5.325071953228947)",5.6607,Significantly More
ENSG00000117625,"(7.081773501111858, 50.127087099048495)",5.8196,Significantly Less
ENSG00000063587,"(0.41109616297895935, 4.579609289668799)",13.2669,Significantly More
ENSG00000113739,"(-9.664560691413627, 16.260350692322124)",32.8897,Significantly More
ENSG00000183828,"(-8.461702236084442, 62.76131924859913)",101.8091,Significantly More
ENSG00000172262,"(6.3447919274772335, 27.395276780813866)",6.3195,Significantly Less
ENSG00000241186,"(-2.3102575071373304, 10.727060349315146)",12.9004,Significantly More
ENSG00000128185,"(7.58934778063367, 45.7345626642158)",57.4153,Significantly More
ENSG00000164484,"(-7.3607958863188445, 23.292896090156194)",31.4206,Significantly More
ENSG00000276045,"(4.270259230812577, 16.24079482617472)",66.2433,Significantly More
ENSG00000162910,"(7.341283504388906, 36.89692116086649)",67.1406,Significantly More
ENSG00000163961,"(2.2511274626018674, 8.62230140538999)",16.972,Significantly More
ENSG00000274425,"(2.1765074575261547, 21.822375065235164)",0.3215,Significantly Less
ENSG00000163510,"(2.950855463397003, 9.98084466831782)",13.5604,Significantly More
ENSG00000241945,"(11.122293867121133, 44.92523489512867)",0.1323,Significantly Less
ENSG00000121671,"(8.13742909796666, 126.68588705710205)",8.0966,Significantly Less
ENSG00000186141,"(3.9640050364219532, 11.404872887060808)",16.3282,Significantly More
ENSG00000166477,"(4.703754106389871, 21.26553099243293)",23.7123,Significantly More
ENSG00000064995,"(3.73586907546248, 20.038658227810537)",25.1624,Significantly More
ENSG00000132952,"(1.1039871208305043, 4.60069799480387)",8.0006,Significantly More
ENSG00000156983,"(1.9820165754455679, 7.089577110497595)",12.383,Significantly More
ENSG00000107789,"(1.3785686151012158, 22.928518511701185)",29.2799,Significantly More
ENSG00000144645,"(4.929139223978563, 43.59518006692821)",4.6871,Significantly Less
ENSG00000139405,"(4.006626594607443, 18.66482692123659)",53.7961,Significantly More
ENSG00000170779,"(0.27590067032181054, 9.038765713423174)",32.3293,Significantly More
ENSG00000189120,"(-0.5290700188728745, 3.6562057416684564)",25.8636,Significantly More
ENSG00000147874,"(0.986144168036595, 4.425411884807027)",7.7922,Significantly More
ENSG00000188163,"(4.419813241254392, 29.90132048761804)",0.0,Significantly Less
ENSG00000158092,"(12.289503861767258, 97.64484291019268)",7.934,Significantly Less
ENSG00000108395,"(10.27684279804225, 49.46208418499836)",7.7271,Significantly Less
ENSG00000029153,"(-0.9743131004784598, 5.734236724583233)",11.0313,Significantly More
ENSG00000165644,"(-0.5626240587043014, 51.192329711710514)",144.8212,Significantly More
ENSG00000137221,"(1.3382279452484696, 11.2708611737567)",12.456,Significantly More
ENSG00000203950,"(15.593834066118266, 52.31218873357345)",183.6369,Significantly More
ENSG00000183401,"(12.342747679153454, 49.038269284060625)",4.7479,Significantly Less
ENSG00000012174,"(0.2193083729434986, 5.487477980156786)",11.0553,Significantly More
ENSG00000105705,"(18.136108473791325, 32.63006395316521)",17.2934,Significantly Less
ENSG00000196843,"(-3.199036382053384, 19.805725692256786)",19.854,Significantly More
ENSG00000185989,"(0.8549216697086344, 14.260133498799593)",15.0905,Significantly More
ENSG00000159596,"(8.970252614367048, 25.981344667703276)",47.745,Significantly More
ENSG00000157306,"(11.543204720173412, 31.61134333075806)",0.3253,Significantly Less
ENSG00000119685,"(12.22203102459136, 46.498979857573865)",5.6037,Significantly Less
ENSG00000116752,"(8.522243647120575, 34.44223439848653)",45.2591,Significantly More
ENSG00000134780,"(0.9416708357672627, 6.487965403413976)",16.611,Significantly More
ENSG00000134809,"(-0.8043312834532763, 58.89186628815371)",195.4268,Significantly More
ENSG00000197147,"(0.2028936396100951, 4.098823072220846)",6.7833,Significantly More
ENSG00000174775,"(8.645112914719595, 24.731245128780813)",67.1946,Significantly More
ENSG00000168813,"(0.9700545204979312, 4.744049643166882)",6.2638,Significantly More
ENSG00000166548,"(6.939920540255656, 51.74107596797889)",3.441,Significantly Less
ENSG00000232956,"(-1.1555053526032246, 13.898197065590885)",26.0238,Significantly More
ENSG00000197905,"(-1.9849655758172737, 16.391689862425423)",50.4256,Significantly More
ENSG00000132330,"(3.559716364433365, 26.70109367223879)",1.4948,Significantly Less
ENSG00000198912,"(0.8293587817908481, 18.613756384282446)",18.6887,Significantly More
ENSG00000112984,"(-5.277823877699536, 25.13625570583567)",26.8072,Significantly More
ENSG00000184708,"(18.028039332693925, 55.59151781908247)",10.1288,Significantly Less
ENSG00000089195,"(0.9793357253141881, 6.5336715808871215)",23.0723,Significantly More
ENSG00000082515,"(0.7440286055066814, 15.180863786231875)",17.2397,Significantly More
ENSG00000162852,"(7.884213251398455, 20.84146169837608)",7.7495,Significantly Less
ENSG00000166971,"(11.332631973785443, 46.70445684963812)",6.0357,Significantly Less
ENSG00000147439,"(13.669915191404542, 44.147594716578716)",10.6235,Significantly Less
ENSG00000076662,"(4.246807018608635, 72.34556564029073)",0.5948,Significantly Less
ENSG00000165943,"(1.9895534430418351, 22.158478781620158)",25.7503,Significantly More
ENSG00000072401,"(4.2718093532421015, 15.75799809618701)",17.3705,Significantly More
ENSG00000079277,"(21.254794467282817, 62.108645941100235)",8.7224,Significantly Less
ENSG00000172113,"(10.817448679375074, 34.287927100659594)",8.6817,Significantly Less
ENSG00000172869,"(20.489918596505653, 69.55006857506237)",3.6364,Significantly Less
ENSG00000180329,"(2.927976966024656, 11.044277141737705)",15.4179,Significantly More
ENSG00000132661,"(-0.3228755514597754, 18.175406284988597)",80.7673,Significantly More
ENSG00000266967,"(11.44973339640555, 37.40204742005561)",1.6279,Significantly Less
ENSG00000122085,"(13.576793658814879, 44.27421920018689)",5.5669,Significantly Less
ENSG00000177981,"(36.43146828600854, 69.64427076597376)",23.9808,Significantly Less
ENSG00000104312,"(1.4043333178137996, 11.1993251612236)",30.7506,Significantly More
ENSG00000071539,"(-3.972164988847471, 21.392836976422142)",29.1138,Significantly More
ENSG00000148841,"(-0.8934032304967934, 7.282025031377644)",8.6365,Significantly More
ENSG00000155975,"(17.31556110245374, 56.64796362602712)",12.9299,Significantly Less
ENSG00000008083,"(1.140042135485218, 5.066645977923187)",9.7536,Significantly More
ENSG00000101460,"(8.531433885252497, 36.642077922422565)",122.4817,Significantly More
ENSG00000263528,"(1.3722781490859397, 19.730918502386587)",28.4315,Significantly More
ENSG00000181220,"(1.775193515047833, 6.271172579630745)",7.3373,Significantly More
ENSG00000158352,"(-0.23101587477257268, 2.085001825275921)",4.7104,Significantly More
ENSG00000184207,"(3.0084957091675486, 11.514193314600714)",43.8804,Significantly More
ENSG00000269821,"(0.4045958799656306, 8.647748796165352)",0.2779,Significantly Less
ENSG00000164465,"(11.449702772336778, 44.38332832991152)",8.1795,Significantly Less
ENSG00000139233,"(1.732381264855249, 6.355543600984266)",7.3908,Significantly More
ENSG00000004766,"(15.358540309160492, 39.87085253445596)",4.5103,Significantly Less
ENSG00000262919,"(0.9340731175754193, 27.78184277684041)",92.4077,Significantly More
ENSG00000165724,"(1.7297348522208411, 11.785596516839451)",39.0101,Significantly More
ENSG00000243364,"(2.3239121353008585, 24.91506074089453)",52.0478,Significantly More
ENSG00000142552,"(-4.762388629122839, 48.25851694921138)",102.4157,Significantly More
ENSG00000226479,"(0.4312133603063626, 3.703142587826948)",20.0843,Significantly More
ENSG00000142185,"(-0.5436375032227856, 3.9173211376299504)",26.732,Significantly More
ENSG00000137054,"(1.4673935971062884, 11.672282579160719)",25.1546,Significantly More
ENSG00000185090,"(1.1376773161680536, 10.531524544124153)",17.9318,Significantly More
ENSG00000155287,"(4.235936810150234, 25.341060568616747)",50.0842,Significantly More
ENSG00000143315,"(1.0166853711373394, 3.7304278992941224)",8.6961,Significantly More
ENSG00000104835,"(5.924283478471214, 37.68808477474056)",5.8878,Significantly Less
ENSG00000164823,"(0.03513751219021666, 6.985206840099398)",11.0105,Significantly More
ENSG00000188807,"(0.5515592026129861, 6.542458303275658)",17.7502,Significantly More
ENSG00000177707,"(19.384216610790148, 113.95648139852806)",2.8129,Significantly Less
ENSG00000101132,"(0.8555367828623552, 27.292555403097175)",32.0867,Significantly More
ENSG00000125375,"(7.950015997636468, 28.825315111777748)",7.3986,Significantly Less
ENSG00000109184,"(8.620120315969253, 59.80311206812234)",7.8289,Significantly Less
ENSG00000121152,"(-2.036647592080981, 12.083375387242462)",13.5661,Significantly More
ENSG00000259132,"(4.419833075069519, 43.52608208161183)",0.0,Significantly Less
ENSG00000271793,"(1.3793512870086375, 4.414288303295951)",0.0,Significantly Less
ENSG00000117650,"(-0.5912911038721989, 12.452381354434543)",21.9666,Significantly More
ENSG00000105339,"(4.450615930235404, 49.268370894754796)",3.6935,Significantly Less
ENSG00000135451,"(-2.451261389496949, 16.332374839625764)",37.477,Significantly More
ENSG00000104756,"(30.397419560500246, 99.24751412785943)",17.4375,Significantly Less
ENSG00000253187,"(3.6354198742311894, 27.708045966117144)",0.7291,Significantly Less
ENSG00000236498,"(5.6274861568265635, 21.644520064411967)",0.5639,Significantly Less
ENSG00000136463,"(10.02209759251753, 31.721850791656124)",40.2863,Significantly More
ENSG00000128917,"(-1.2657706181879487, 24.317511965453008)",29.68,Significantly More
ENSG00000108479,"(-8.476671214202193, 26.97992707112237)",45.7357,Significantly More
ENSG00000133398,"(5.007216857716809, 30.043863319698037)",40.3555,Significantly More
ENSG00000135744,"(-3.2328023794136955, 7.839519066468415)",101.8039,Significantly More
ENSG00000175602,"(-1.8491391248447506, 20.72359742259236)",248.2703,Significantly More
ENSG00000225470,"(1.6302327751166477, 18.157432189229922)",0.2919,Significantly Less
ENSG00000106617,"(3.799211520378705, 23.18213674620359)",2.0281,Significantly Less
ENSG00000132394,"(5.222261196492194, 18.320262376658338)",37.9071,Significantly More
ENSG00000065559,"(21.256846292231238, 42.104382929136996)",12.3312,Significantly Less
ENSG00000177030,"(4.41072887822532, 15.924478862151709)",18.6705,Significantly More
ENSG00000164284,"(1.3080961342266306, 6.822892198471768)",17.7048,Significantly More
ENSG00000163412,"(19.524457967256282, 142.64782105847308)",2.5106,Significantly Less
ENSG00000115392,"(2.982154916786551, 13.1583100957676)",13.3747,Significantly More
ENSG00000147144,"(0.5412427903027783, 10.151144189047475)",20.693,Significantly More
ENSG00000185238,"(0.40602861133479173, 8.230418251042934)",9.8702,Significantly More
ENSG00000142751,"(19.77271439406524, 48.325267641016644)",19.1545,Significantly Less
ENSG00000174791,"(1.15647630343123, 10.450127629295041)",22.9611,Significantly More
